ite,tExecS,MediaTCumulativa,Acuracia,MediaAcCumulativa
252,8.36549067497253,8.58521205281454,0.996521655937786,0.996410445900995
253,8.98670959472656,8.58679899962052,0.996378148618913,0.996410318243753
254,8.27126669883728,8.58555674646783,0.996617327483702,0.996411133240761
255,8.37858605384827,8.58474509669285,0.996658329574808,0.99641210263815
256,8.92230558395386,8.58606369234622,0.996275643391146,0.996411569594216
257,8.27573132514954,8.58485617340771,0.996576325392595,0.996412210667361
258,8.8132483959198,8.58574141458023,0.996617327483702,0.996413005693781
259,8.2286741733551,8.58436277658323,0.996603660119999,0.996413741811257
260,8.38055968284607,8.58357891853039,0.996350813891508,0.996413499780797
261,8.37281680107117,8.58277140083898,0.996289310754849,0.996413023960774
262,8.20522046089172,8.58133036671704,0.996658329574808,0.996413960241743
263,8.86425352096558,8.58240612015525,0.996330312845955,0.996413642190809
264,8.91906809806824,8.58368135492007,0.996576325392595,0.996414258415058
265,8.89740014076233,8.58486519939495,0.996651495892957,0.996415153650824
266,8.91170811653137,8.58609393216614,0.996644662211106,0.99641601646496
267,8.90185570716858,8.58727656053693,0.996480653846679,0.996416258552532
268,8.26099944114685,8.58605910859891,0.996712999029617,0.996417365793118
269,8.24090361595154,8.58477600267829,0.996617327483702,0.996418109145128
270,8.22120809555054,8.58342945487411,0.996637828529255,0.996418922920625
271,8.90287613868713,8.58460822492508,0.996542156983339,0.996419377658863
272,8.76563215255737,8.58527375407079,0.996767668484426,0.99642065813984
273,8.37749862670898,8.58451267301818,0.996337146527806,0.996420352236499
274,8.36217212677002,8.58370121117056,0.996378148618913,0.996420198208697
275,8.22922301292419,8.58241219954057,0.996699331665915,0.996421213239451
276,8.78788638114929,8.58315667121307,0.996501154892233,0.99642150288312
277,8.88947916030884,8.58426252857442,0.996535323301488,0.996421913787158
278,8.60413527488708,8.58433401327339,0.996501154892233,0.996422198827104
279,8.6404550075531,8.58453516379052,0.996754001120724,0.996423388082637
280,8.86637258529663,8.58554172601019,0.996528489619637,0.996423763445269
281,8.27332067489624,8.58443061906672,0.996439651755573,0.996423819987299
282,8.23353505134583,8.58318630854289,0.996603660119999,0.996424457718266
283,8.89706897735596,8.5842954345811,0.996391815982615,0.996424342376444
284,8.23117280006409,8.58305204502294,0.996630994847404,0.996425070025989
285,8.71470785140991,8.58351399522079,0.996535323301488,0.996425456879587
286,9.00296521186829,8.58498060786641,0.996542156983339,0.996425864921908
287,8.88140606880188,8.58601344919371,0.996685664302213,0.99642677014623
288,8.65638113021851,8.58625778141949,0.996726666393319,0.996427811452643
289,8.89152193069458,8.58731405875262,0.996630994847404,0.996428514509373
